decade,name,born,municipality,district,chamber
1951,"Sjöstrand, Helga Kristina",1890,Umeå,,ak
1951,"Sjöström-Bengtsson, Anna Maria",1889,Göteborg,,fk
1951,"Sjövall, Elisabeth",1915,Göteborg,,ak
1951,"Skoglund, Gösta Teodor",1903,Umeå,Västerbottens län,ak
1951,"Skoglund, Johan Martin",1892,Doverstorp,Östergötlands län,ak
1951,"Sköld, Per Edvin",1891,,Malmöhus län,ak
1951,"Sköldin, Per Arthur",1898,Sundbyberg,Stockholms län,ak
1951,"Snygg, Johan Gustaf Emil",1896,,Kopparbergs län,fk
1951,"Spetz, Gunnar",1891,,Göteborgs och Bohus län,fk
1951,"Spångberg, August Konrad Ferdinand",1893,,Värmlands län,ak
1951,"Staxäng, Ernst Valdemar",1898,,Göteborgs och Bohus län,ak
1951,"Stefanson, Rolf Stig Stefan",1909,,Kopparbergs län,fk
1951,"Sten, Henning",1895,Gävle,Gävleborgs län,fk
1951,"Stenberg, Nils Göran",1915,Edsbyn,Gävleborgs län,ak
1951,"Stiernstedt, Lennart Johan Viktor",1904,,Stockholms län,ak
1951,"Stjärne, Anders",1884,,Östergötlands län,ak
1951,"Strand, Axel Wilhelm",1893,Stockholm,,fk
1951,"Strandh, Sten Erik",1908,Växjö,Kronobergs län,ak
1951,"Strandler, Nils Georg",1892,,Östergötlands län,fk
1951,"Sträng, Gunnar Georg Emanuel",1906,,,fk
1951,"Ståähl, David Emanuel",1901,Karlstad,Värmlands län,ak
1951,"Stahle, Nils Albert",1901,Fagersta,Södermanlands län och Västmanlands län,fk
1951,"Sundberg, Carl Gustaf",1884,,Kalmar län och Gotlands län,fk
1951,"Sundberg, Hugo",1891,,Västerbottens län och Norrbottens län,fk
1951,"Sundelin, Fredrik Bernhard",1911,,Västernorrlands län,ak
1951,"Sundelin, Gustaf Valfrid",1890,,Örebro län,fk
1951,"Sundin, Sven Erik",1915,,Västernorrlands län och Jämtlands län,fk
1951,"Sundström, Nils Walter",1890,Skövde,Skaraborgs län,ak
1951,"Sundvik, Anders",1888,Falun,Kopparbergs län,fk
1951,"Sunne, Johan Adolf",1890,,Östergötlands län,fk
1951,"Svanström, Karl Ivan Herbert",1918,Gamleby,Kalmar län och Gotlands län,fk
1951,"Svedberg, Arthur Lage",1901,Burträsk,Västerbottens län och Norrbottens län,fk
1951,"Svedberg, Ellen Sofia Axelina",1891,Eskilstuna,Södermanlands län,ak
1951,"Svedberg, Erik Daniel",1909,,Gävleborgs län,fk
1951,"Swedberg, Gustaf Ruben",1896,Örebro,Örebro län,ak
1951,"Sveningsson, Nils Ragnar",1906,,Älvsborgs län,ak
1951,"Svenning, Eric Adolf",1901,Malmö,,fk
1951,"Svenningsson, David Cornelius",1911,Stockholm,,ak
1951,"Svenson, Gärda Sofia",1895,,Kronobergs län och Hallands län,fk
1951,"Svensson, Axel Einar",1899,Malmö,Malmöhus län,fk
1951,"Svensson, Evert Ingemar",1925,Kungälv,Göteborgs och Bohus län,ak
1951,"Svensson, Gustav Hjalmar",1881,Grönvik,Kronobergs län,ak
1951,"Svensson, Gustaf Ludvig",1901,,Jönköpings län,ak
1951,"Svensson, Jerker Uno",1897,Göteborg,,ak
1951,"Svensson, Karl Rikard",1900,,Blekinge län och Kristianstads län,fk
1951,"Svensson, Per Gustaf Ansgarius",1896,Stenkyrka,Västmanlands län,ak
1951,"Svensson, Sven Arvid",1904,Krokstorp,Kalmar län,ak
1951,"Svensson, Sven Patrik",1895,Alingsås,Älvsborgs län,ak
1951,"Svensson, Waldemar",1897,Ljungskile,Göteborgs och Bohus län,ak
1951,"Svärd, Nils Gunnar",1911,Solna,Jönköpings län,fk
1951,"Sävström, August Vilhelm",1879,,Gävleborgs län,ak
1951,"Söderberg, Sten Torsten Roland",1906,Västerås,Södermanlands län och Västmanlands län,fk
1951,"Söderquist, Martin",1893,Solna,Stockholms län och Uppsala län,fk
1951,"Sörlin, Thore",1906,,Västerbottens län och Norrbottens län,fk
1951,"Thapper, Gustaf Fridolf",1899,,Östergötlands län,ak
1951,"Thorsson, Inga Margareta",1915,Stockholm,,ak
1951,"Thun, Fritjof Wilhelm",1887,Åkersberga,Stockholms län och Uppsala län,fk
1951,"Thun, Karl Edvin",1898,,Stockholms län och Uppsala län,fk
1951,"Thunvall, Gunbjörg Marie",1912,,Gävleborgs län,ak
1951,"Tjällgren, Olof Leonard",1878,,,fk
1951,"Torbrinke, Tekla Jenny Linnea",1901,Kalmar,Kalmar län,ak
1951,"Utbult, Karl Birger",1884,Öckerö,Göteborgs och Bohus län,ak
1951,"Wachtmeister, Hans Wilhelm Axelsson",1913,Johannishus,Blekinge län,ak
1951,"Wahlund, Sven Gösta William",1901,Uppsala,Uppsala län,ak
1951,"Wahrendorff, John Harry Alexan-",1903,Kil,Värmlands län,ak
1951,"Wallentheim, Adolf Valentin",1898,Nacka,Stockholms län,ak
1951,"Wallentheim, Annie Emilia Elisa-",1902,Nacka,Stockholm län och Uppsala län,fk
1951,"Wallerius-Gunne, Annie Kristina",1912,Göteborg,,ak
1951,"Wallin, Eivor Linnea",1904,Skutskär,Uppsala län,ak
1951,"Ward, Karl Selim Valentin",1888,Norrköping,Östergötlands län,ak
1951,"Wehtje, Ernst Jonas",1891,Malmö,Malmöhus län,fk
1951,"Welijne, Johan Josef Emanuel",1893,Stockholm,Älvsborgs län,fk
1951,"Weiland, Karl Hjalmar Teodor",1887,Nässjö,Jönköpings län,fk
1951,"Velander, Carl Gustaf",1884,Sundsvall,Västernorrlands län och Jämtlands län,fk
1951,"Werner, Oscar Emanuel",1889,Höjen,Värmlands län,fk
1951,"Westling, Otto Jacob",1905,,,
1951,"Wetterström, Karin Hillevi",1908,Linköping,Östergötlands län,ak
1951,"Vigelsbo, Sven Johan",1908,Sala,Västmanlands län,ak
1951,"Wigforss, Ernst Johannes",1881,Stockholm,,fk
1951,"Wiklund, Olof Walfrid",1902,Öjebyn,Norrbottens län,ak
1951,"Wiklund, Sven Albin Daniel",1911,Stockholm,,ak
1951,"Vilhelmsson, Edvard Emanuel",1907,,,
1951,"Wilhelmsson, Erik Anton",1894,,,
1951,"Vinge, Margit Selma Olasine",1901,Nacka,Stockholms län,ak
1951,"Virgin, Gustay Ivar",1908,,Skaraborgs län,fk
1951,"Wirmark, Oskar Fridolf Johannes",1910,Örebro,Södermanlands län,ak
1951,"Wistrand, Karl Knutsson",1889,,,fk
1951,"Wohlin, Margit",1897,,Stockholms län,ak
1951,"Wolgast, Tor Herman",1891,,Blekinge län och Kristianstads län,fk
1951,"Vougt, Allan Georg Fredrik",1895,Lidingö,Värmlands län,fk
1951,"Wärnberg, Erik Gunnar",1919,,Östergötlands län,fk
1951,"Västberg, Rebecka Desideria",1891,Stockholm,,ak
1951,"Zetterberg, Herman",1904,,,
1951,"Zetterberg, Karl Ake Herman",1908,Stockholm,,ak
1951,"Ågren, Johan Östen",1910,Malung,Kopparbergs län,ak
1951,"Ahman, Frans Hjalmar",1892,,Stockholms län,ak
1951,"Åkerström, Ernst Oskar",1896,,Västerbottens län,ak
1951,"Åkesson, Sten Ragnar",1900,,Blekinge län och Kristianstads län,fk
1951,"Aman, Oskar Valter",1905,Örebro,,fk
1951,"Aqvist, Erik Gösta",1904,Örebro,Örebro län,ak
1951,"Äsbrink, Per Valfrid",1912,,,
1951,"Öberg, Märta",1895,Göteborg,,ak
1951,"Öhman, Lars Gunnar",1904,,,fk
1951,"Östlund, Carl",1894,Skellefteå,Västerbottens län,ak
1951,"Östrand, Erik Leonard",1907,,Kopparbergs län,ak
1961,"Adamsson, Erik",1916,Malmö,,ak
1961,"Adolfsson, Gunnar",1906,Göteborg,,fk
1961,"Adolfsson, Tage",1920,Västerås,Malmöhus län,ak
1961,"Ahlmark, Per",1939,Stockholm,Örebro län,ak
1961,"Alemyr, Stig",1924,Vimmerby,Kalmar län,ak
1961,"Almryd, Hans",1924,,,ak
1961,"Andersson, Alf",1899,Knäred,Värmlands län,ak
1961,"Andersson, Axel Emanuel",1897,Örnsköldsvik,Jämtlands län,fk
1961,"Andersson, Carl Albert",1899,,,fk
1961,"Andersson, Ebon",1896,Stockholm,Östergötlands län,ak
1961,"Andersson, Ivar",1918,,Kopparbergs län,fk
1961,"Anderson, John",1902,Sundsvall,Västernorrlands län,ak
1961,"Andersson, Karl-Gustav",1921,Storfors,Värmlands län,ak
1961,"Andersson, Lennart",1927,Södertälje,Stockholms län,ak
1961,"Andersson, Rosa",1908,Strängnäs,Södermanlands län,ak
1961,"Anderson, Ruth",1908,Lerum,Älvsborgs län,ak
1961,"Andersson, Sten",1923,,Värmlands län,fk
1961,"Andersson, Sven",1917,Billingsfors,Älvsborgs län,ak
1961,"Andersson, Sven",1917,Örebro,Örebro län,ak
1961,"Andersson, Sven",1910,Sundbyberg,Norrbottens län,fk
1961,"Andersson, Thure",1908,Ronneby,Blekinge län,ak
1961,"Andersson, Torsten",1909,Brämhult,Jämtlands län,fk
1961,"Anners, Erik",1916,Uppsala,Kronobergs län och Hallands län,ak
1961,"Antby, Sven",1908,,Älvsborgs län,ak
1961,"Antonsson, Johannes",1921,,Hallands län,ak
1961,"Arweson, Bengt",1904,,Gotlands län,ak
1961,"Arvidson, John-Arvid",1902,Stockholm,Malmöhus län,ak
1961,"Aspling, Sven",1912,Sundbyberg,,fk
1961,"Axelson, Anders",1910,,Värmlands län,fk
1961,"Bengtsson, Bengt",1915,,,ak
1961,"Bengtson, Bengt",1915,Solna,Stockholms län,ak
1961,"Bengtsson, Hugo",1918,Landskrona,,ak
1961,"Berglund, Frida",1922,Luleå,Örebro län,ak
1961,"Bergman, Ingrid",1925,,Kopparbergs län,ak
1961,"Bergman, Per",1915,Göteborg,,ak
1961,"Bergqvist, Jan",1939,,Kopparbergs län,ak
1961,"Andersson, Ivar Berndtsson",1905,Bokenäs,Göteborgs och Bohus län,ak
1961,"Billman, Tore",1903,Karlskoga,Stockholms län,fk
1961,"Björck, Anders",1944,Nässjö,Jönköpings län,ak
1961,"Björk, Kaj",1918,,,ak
1961,"Björk, Villiam",1923,Påarp,Malmöhus län,ak
1961,"Björkänge, Karl",1895,,Örebro län,ak
1961,"Blomquist, Per",1917,Lund,Malmöhus län,fk
1961,"Boheman, Erik",1895,Norrköping,Östergötlands län,ak
1961,"Boman, Märta",1902,,Jönköpings län,ak
1961,"Boo, Karl",1918,,Kopparbergs län,ak
1961,"Braconier, Jean",1907,Malmö,,ak
1961,"Brandt, Erik",1905,Aspabruk,Älvsborgs län,ak
1961,"Branting, Georg",1887,Stockholm,,fk
1961,"Broberg, Hans",1906,,Norrbottens län,ak
1961,"Brundin, Paul",1924,Göteborg,,fk
1961,"Brännström, Roland",1930,Skellefteå,Stockholms län,ak
1961,"Börjesson, Bengt",1920,Falköping,Skaraborgs län,ak
1961,"Börjesson, Fritz",1908,Glömminge,Kalmar län,ak
1961,"Carlqvist, Ingeborg",1901,Hälsingborg,Malmöhus län,fk
1961,"Carlshamre, Nils",1921,Kungälv,Göteborgs och Bohus län,ak
1961,"Carlsson, Carl Walfrid",1901,Stockholm,Kopparbergs län,ak
1961,"Carlsson, Eric",1903,Västerås,Västmanlands län,ak
1961,"Carlsson, Georg",1892,Köping,Södermanlands län och Västmanlands län,fk
1961,"Carlsson, Gunnar",1902,Göteborg,,ak
1961,"Carlsson, Harry",1903,Tibro,Skaraborgs län,ak
1961,"Carlsson, Henning",1897,Huskvarna,Jönköpings län,ak
1961,"Carlsson, Oscar",1901,Säffle,Värmlands län,fk
1961,"Carlsson, Vilhelm Erik",1905,Mellerud,,fk
1961,"Carlstein, Rune",1921,Borås,Älvsborgs län,ak
1961,"Cassel, Leif",1906,Karlstad,Värmlands län,ak
1961,"Christenson, Carl",1899,Malmö,,ak
1961,"Clarkson, Rolf",1923,Hälsingborg,,ak
1961,"Dahl, Einar",1904,Uddevalla,Västerbottens län och Norrbottens län,fk
1961,"Damström, Karl",1901,,Kopparbergs län,fk
1961,"Darlin, Gösta",1908,Osby,Kristianstads län,ak
1961,"Dickson, James",1899,Alingsås,Älvsborgs län,ak
1961,"Diesen, Ingrid",1918,Stockholm,,fk
1961,"Edenman, Ragnar",1914,Uppsala,Uppsala län,ak
1961,"Edin, Svea",1910,Östersund,Jämtlands län,ak
1961,"Edlund, Dag",1907,Västerås,Västmanlands län,ak
1961,"Edström, Gunnar",1898,Lund,Malmöhus län,fk
1961,"Ekendahl, Sigrid",1904,Stockholm,,ak
1961,"Ekroth, Iris",1908,Huskvarna,Södermanlands län,ak
1961,"Ekström, Sven",1912,Iggesund,Gävleborgs län,ak
1961,"Eliasson, Rolf",1912,,Skaraborgs län,ak
1961,"Elmgren, Bengt",1901,Norrköping,Östergötlands län,fk
1961,"Elmstedt, Claes",1928,Ronneby,Södermanlands län,ak
1961,"Elofsson, Gustaf",1897,,Blekinge län och Kristianstads län,fk
1961,"Elowsson, Nils",1890,Kristianstad,Kristianstads län,fk
1961,"Enskog, Carl-Gustav",1915,Västerås,Stockholms län och Uppsala län,ak
1961,"Eriksson, Etty",1897,Ängelholm,Kristianstads län,ak
1961,"Ericsson, Gunnar",1919,Åtvidaberg,Östergötlands län,ak
1961,"Ericsson, John",1907,Stockholm,Älvsborgs län,fk
1961,"Eriksson, John",1915,Iggesund,Gävleborgs län,ak
1961,"Eriksson, Karl Erik",1925,,Värmlands län,ak
1961,"Eriksson, Nancy",1907,Stockholm,,ak
1961,"Eriksson, Olle",1925,,Älvsborgs län,fk
1961,"Ericson, Sture",1937,Örebro,Örebro län,ak
1961,"Erlander, Tage",1901,Stockholm,,ak
1961,"Eskel, Arvid",1909,Karlstad,Värmlands län,ak
1961,"Eskilsson, Carl",1906,,Östergötlands län,fk
1961,"Ewerlöf, Knut",1890,Stockholm,,fk
1961,"Fagerlund, Bengt",1914,,Kronobergs län,ak
1961,"Fagerström, Lars",1910,,Älvsborgs län,fk
1961,"Fahlander, Gustaf",1892,Eskilstuna,Södermanlands län och Västmanlands län,fk
1961,"Feldt, Kjell-Olof",1931,,,
1961,"Winther, Ethel",1927,,,fk
1961,"Forsberg, Anders",1914,Nässjö,Jönköpings län,ak
1961,"Forsling, Ruth",1923,Stockholm,,ak
1961,"Frenkel, Ingegärd",1913,Göteborg,Gotlands län,ak
1961,"Fredholm, Lars",1920,Malmö,Kopparbergs län,ak
1961,"Fridolfsson, Filip",1923,,,ak
1961,"Fröding, Nils Gustaf",1904,Sundsvall,Västernorrlands län,ak
1961,"Geijerstam, Sven",1913,,Kopparbergs län,fk
1961,"Gillström, Anselm",1899,Sundsvall,Östergötlands län,ak
1961,"Gradin, Anita",1933,Stockholm,,ak
1961,"Grebäck, Erik",1905,,Stockholms län,ak
1961,"Grym, Jakob",1898,Göteborg,Älvsborgs län,ak
1961,"Gustavsson, Bengt",1925,Eskilstuna,Södermanlands län och Västmanlands län,fk
1961,"Gustavsson, Gusti",1912,Ängelholm,Kristianstads län,ak
1961,"Gustafsson, Hans",1912,Östersund,Västerbottens län,ak
1961,"Gustafsson, Lars",1925,Barkarby,Stockholms län,ak
1961,"Gustafsson, Nils-Eric",1922,Byske,Västerbottens län och Norrbottens län,fk
1961,"Gustafson, Sven",1911,Göteborg,,ak
1961,"Gustavsson, Åke",1943,Nässjö,Jönköpings län,ak
1961,"Widemar, Ingrid",1912,Stockholm,,ak
1961,"Hagberg, Erik",1891,Malmö,Malmöhus län,ak
1961,"Hagnell, Hans",1919,Gävle,,ak
1961,"Hammarberg, Sven",1912,Västerås,Västmanlands län,ak
1961,"Hammarsten, Erik",1927,,Norrbottens län,ak
1961,"Hamrin, Mac",1910,Kalmar,Kalmar län,ak
1961,"Hamrin-Thorell, Ruth",1903,Uppsala,Stockholms län och Uppsala län,fk
1961,"Hansson, Gustaf Henry",1894,Göteborg,Skaraborgs län,fk
1961,"Hansson, Nils",1900,Ronneby,Blekinge län och Kristianstads län,fk
1961,"Hansson, Nils",1902,Trelleborg,Malmöhus län,ak
1961,"Hansson, Stig",1913,,Malmöhus län,ak
1961,"Hansson, Tage",1915,Piteå,Norrbottens län,ak
1961,"Hansson, Torsten",1928,Göteborg,,fk
1961,"Heckscher, Gunnar",1909,Stockholm,,ak
1961,"Hector, Sven",1906,,Värmlands län,ak
1961,"Hedblom, Staffan",1924,,,fk
1961,"Hedin, Carl Eric",1919,Nyköping,Södermanlands län,ak
1961,"Hedlund, Gunnar",1900,Rådom,Västernorrlands län,ak
1961,"Hellström, Mats",1942,Stockholm,,ak
1961,"Henrikson, Lars",1915,,Östergötlands län,ak
1961,"Hermansson, Carl-Henrik",1917,Stockholm,,ak
1961,"Hermansson, Herbert",1906,,Göteborgs och Bohus län,fk
1961,"Hermansson, Rune",1917,Stockholm,,fk
1961,"Heurlin, Dagmar",1919,,,ak
1961,"Hilding, Per",1923,Gävle,Gävleborgs län,fk
1961,"Hjalmarson, Jarl",1904,Lidingö,Stockholms län,ak
1961,"Hjorth, Nils",1920,Luleå,Norrbottens län,ak
1961,"Holmberg, Yngve",1925,Stockholm,,ak
1961,"Holmqvist, Eric",1917,Malmö,Malmöhus län,fk
1961,"Hugosson, Kurt",1931,Göteborg,Stockholms län och Uppsala län,ak
1961,"Häll, Karl-Erik",1929,Malmberget,Norrbottens län,ak
1961,"Högström, Ivar",1913,Kramfors,Västernorrlands län och Jämtlands län,fk
1961,"Hörnlund, Gördis",1924,Borås,Älvsborgs län,ak
1961,"Jadestig, Thure",1922,Hallstahammar,Västmanlands län,ak
1961,"Jacobsson, Ernst",1897,Sala,Västmanlands län,ak
1961,"Jacobsson, Gösta",1904,Malmö,Malmöhus län,fk
1961,"Jacobsson, Per",1900,,Norrbottens län,fk
1961,"Jansson, Paul",1924,Moholm,Skaraborgs län,fk
1961,"Johansson, Anders",1891,Borås,Kronobergs län,ak
1961,"Johansson, Carl",1900,,Göteborgs och Bohus län,ak
1961,"Johansson, Carl-Erik",1902,Södertälje,Stockholms län,ak
1961,"Johanson, Eric",1905,Västervik,Kalmar län,ak
1961,"Johansson, Erik",1923,Simrishamn,Kristianstads län,ak
1961,"Johansson, John",1904,,Kalmar län,ak
1961,"Johansson, Knut",1911,,,fk
1961,"Johansson, Olof",1897,Öckerö,Älvsborgs län,ak
1961,"Johansson, Rune",1915,Ljungby,Skaraborgs län,ak
1961,"Johansson, Sven",1916,Huskvarna,Jönköpings län,ak
1961,"Johansson, Tage",1921,Jönköping,Jönköpings län,fk
1961,"Jonsson, Anders",1912,Mora,Kopparbergs län,ak
1961,"Johnsson, John",1924,Blentarp,Malmöhus län,ak
1961,"Jonsson, Jonas",1892,Husum,Jämtlands län,ak
1961,"Jonäng, Gunnel",1921,Halmstad,Hallands län,ak
1961,"Josefson, Stig",1921,,Malmöhus län,ak
1961,"Jäderberg, Anna",1898,Kiruna,Norrbottens län,ak
1961,"Jönsson, Elias",1922,Sikås,Jämtlands län,ak
1961,"Jönsson, Eric",1922,Malmö,,ak
1961,"Jönsson, Hans",1915,Arlöv,Malmöhus län,ak
1961,"Jönsson, Karl",1895,,Kristianstads län,ak
1961,"Kaijser, Rolf",1903,Karlstad,Värmlands län,fk
1961,"Karlsson, Eva",1897,Hälsingborg,,ak
1961,"Karlsson, Helge",1915,Ronneby,Blekinge län och Kristianstads län,fk
1961,"Kellgren, Nils",1915,,,ak
1961,"Kilsmo, Karl",1906,Stockholm,Norrbottens län,fk
1961,"Kolare, Gustaf",1913,,Örebro län,fk
1961,"Kollberg, Gustaf",1891,Stockholm,,ak
1961,"Kristensson, Astrid",1917,Stockholm,,ak
1961,"Kristiansson, Svante",1907,Örkelljunga,Blekinge län och Kristianstads län,fk
1961,"Kronstrand, Johan",1897,Rostock,Älvsborgs län,fk
1961,"Krönmark, Eric",1931,,Kalmar län,ak
1961,"Källenius, Sten",1912,Stockholm,,ak
1961,"Källqvist, Eric",1898,Kristinehamn,Värmlands län,ak
1961,"Landberg, Maj-Lis",1922,,Östergötlands län,fk
1961,"Landgren, Axel",1898,Ystad,Kalmar län,ak
1961,"Larsson, Anton",1915,Borrby,Kristianstads län,ak
1961,"Larsson, Erik",1910,Norderön,Jämtlands län,ak
1961,"Larsson, Erik",1918,Öskeviksby,Örebro län,ak
1961,"Larsson, Gunnar",1908,Falköping,Kalmar län,ak
1961,"Larsson, Harald",1913,Hedenäset,Norrbottens län,ak
1961,"Larsson, Lars",1921,,Östergötlands län,fk
1961,"Larsson, Nils",1900,Umeå,Västerbottens län,ak
1961,"Larsson, Uno",1915,Kristinehamn,Örebro län,fk
1961,"Eliasson, Anna Lisa",1912,Huddinge,Stockholms län,ak
1961,"Levin, Hans",1899,,Kopparbergs län,ak
1961,"Levin, Karl-Axel",1923,Lund,Malmöhus län,fk
1961,"Lidbom, Carl",1926,Stockholm,,fk
1961,"Lidman-Frostenson, Ulla",1910,,Stockholms län,ak
1961,"Lindahl, Essen",1916,Lidingö,Stockholms län,ak
1961,"Lindahl, Lars",1894,Kalix,Norrbottens län,ak
1961,"Lindberg, Marta",1912,,Örebro län,ak
1961,"Lindberg, Sven",1930,,Jämtlands län,ak
1961,"Lindblad, Hans",1938,Gävle,Gävleborgs län,fk
1961,"Lindekvist, Astrid",1907,Skellefteå,Gävleborgs län,ak
1961,"Lindkvist, Oskar",1921,,,ak
1961,"Lindskog, Elsa",1904,,Kopparbergs län,ak
1961,"Lindström, Helge",1901,,Jämtlands län,ak
1961,"Lindström, Ulla",1909,Stockholm,,fk
1961,"Ljungberg, Blenda",1907,,Uppsala län,ak
1961,"Lokander, Kaj",1913,Karlstad,Kalmar län,ak
1961,"Lothigius, Carl-Wilhelm",1919,,Jönköpings län,ak
1961,"Ludvigsson, Ingrid",1920,,Södermanlands län,ak
1961,"Lundbeck, Alice",1909,Stockholm,,fk
1961,"Lundberg, John",1905,Uppsala,Uppsala län,ak
1961,"Lundblad, Grethe",1925,Hälsingborg,Malmöhus län,fk
1961,"Lundblad, Margit",1906,Malmö,Gävleborgs län,fk
1961,"Löfberg, Bertil",1923,Malmö,,ak
1961,"Löfqvist, Thyra",1905,,Blekinge län,ak
1961,"Löfroth, Johan",1896,Luleå,Norrbottens län,ak
1961,"Magnusson, Erik",1900,,Kalmar län,ak
1961,"Magnusson, Nils",1912,Grebbestad,Norrbottens län,ak
1961,"Malmborg, Oscar",1892,Skövde,Skaraborgs län,ak
1961,"Marcusson, Eric",1918,Västerås,Västmanlands län,ak
1961,"Marklund, Eivor",1930,Kiruna,Norrbottens län,ak
1961,"Mellqvist, Sven",1912,,Kopparbergs län,ak
1961,"Moberg, Sven",1919,,,fk
1961,"Mogård, Britt",1922,,Värmlands län,ak
1961,"Mossberger, Eric",1905,,Kronobergs län och Hallands län,fk
1961,"Myrdal, Alva",1902,Stockholm,,fk
1961,"Mårtensson, Alvar",1909,Ystad,Malmöhus län,fk
1961,"Möller, Yngve",1912,Gävle,Gävleborgs län,fk
1961,"Nelander, Eric",1902,Trelleborg,Kristianstads län,ak
1961,"Nestrup, Nils",1894,Halmstad,Kronobergs län och Hallands län,fk
1961,"Nihlfors, Folke",1910,,,ak
1961,"Nilsson, Anna-Lisa",1924,Kristianstad,Kristianstads län,ak
1961,"Nilsson, Bernt",1919,Kalmar,Jämtlands län,ak
1961,"Nilsson, Eric",1905,Svalöv,Uppsala län,ak
1961,"Nilsson, Gustav",1897,Varberg,Kristianstads län,ak
1961,"Nilsson, Henning",1908,Gävle,Gävleborgs län,ak
1961,"Nilsson, Jan-Ivan",1924,Tvärålund,Kalmar län,ak
1961,"Nilsson, Jöns",1905,,Kristianstads län,ak
1961,"Nilsson, Nils",1907,,Kopparbergs län,fk
1961,"Nilsson, Sven-Eric",1925,,Jönköpings län,fk
1961,"Nilsson, Tore",1919,Vännäs,Västerbottens län,ak
1961,"Norberg, Eric",1907,Timrå,Västernorrlands län och Jämtlands län,fk
1961,"Nord, Josef",1894,,Stockholms län,ak
1961,"Nordenson, Jonas",1920,,,fk
1961,"Nordgren, Hans",1908,,Gävleborgs län,ak
1961,"Nordstrandh, Ove",1912,Göteborg,,ak
1961,"Nordström, Margareta",1907,,,fk
1961,"Norling, Bengt",1925,,Skaraborgs län,
1961,"Nyman, Sven",1910,Västerås,Södermanlands län och Västmanlands län,fk
1961,"Nyström, Bror",1916,Norrtälje,Västerbottens län och Norrbottens län,ak
1961,"Näsström, Emil",1900,,Västernorrlands län och Jämtlands län,fk
1961,"Odhe, Nils",1908,,Skaraborgs län,ak
1961,"Ohlin, Bertil",1899,Stockholm,,ak
1961,"Olofsson, Per",1889,Lycksele,Västerbottens län och Norrbottens län,fk
1961,"Olsson, Elvy",1923,Hölö,Södermanlands län och Västmanlands län,fk
1961,"Olsson, Erik",1906,,Jämtlands län,fk
1961,"Olsson, Ernst",1909,Johannishus,Blekinge län och Kristianstads län,fk
1961,"Olsson, Gunnel",1906,Åkersberga,Stockholms län,ak
1961,"Olsson, Johan",1916,Järvsö,Gävleborgs län,fk
1961,"Ohlsson, Lilly",1903,,Malmöhus län,fk
1961,"Olsson, Emanuel Olsson",1919,Timrå,Västernorrlands län,ak
1961,"Olsson, Sven",1921,Mölndal,Göteborgs och Bohus län,ak
1961,"Persson, Fritz",1904,Växjö,Kronobergs län och Hallands län,fk
1961,"Pehrsson, Maj",1914,Hyssna,Älvsborgs län,fk
1961,"Persson, Nils",1901,Hörby,Kopparbergs län,ak
1961,"Persson, Ragnar",1898,Vinberg,Kronobergs län och Hallands län,fk
1961,"Persson, Sven",1911,Skänninge,Östergötlands län,ak
1961,"Pettersson, Axel Georg",1918,Örebro,Kalmar län och Gotlands län,fk
1961,"Peterson, Eric Gustaf",1906,Linköping,Östergötlands län,fk
1961,"Petersson, Erik Filip",1902,Alvesta,Kronobergs län och Hallands län,fk
1961,"Pettersson, Gunnar",1899,Kungälv,Örebro län,ak
1961,"Petersson, Hans",1926,Röstånga,Malmöhus län,fk
1961,"Pettersson, Harald",1918,Kvänum,Skaraborgs län,fk
1961,"Pettersson, Karl",1917,,Jämtlands län,fk
1961,"Pettersson, Karl Gustav",1908,,Örebro län,fk
1961,"Petersson, Per",1919,Gäddvik,Norrbottens län,ak
1961,"Ranmark, Dagmar",1899,Bro,Värmlands län,fk
1961,"Rask, Karl",1911,,Jönköpings län,ak
1961,"Ringaby, Per-Eric",1916,Örebro,Örebro län,ak
1961,"Rosvall, Anna",1911,Malmö,Örebro län,ak
1961,"Ryding, Gunvor",1918,Göteborg,,ak
1961,"Sandler, Rickard",1884,Stockhom,Gävleborgs län,fk
1961,"Schmidt, Carl",1894,Göteborg,,fk
1961,"Schött, Lars",1911,Kalmar,Kalmar län,fk
1961,"Wiberg, Ingrid",1911,Göteborg,,fk
1961,"Sellgren, Rolf",1919,Örnsköldsvik,Västernorrlands län,ak
1961,"Senander, Knut",1889,Göteborg,,ak
1961,"Seth, Torgil Gabriel",1895,Stockholm,Jönköpings län,ak
1961,"Sigurdsen, Gertrud",1923,,,ak
1961,"Sjövall, Elisabet",1915,Göteborg,,ak
1961,"Skantz, Anna-Greta",1923,Malmö,,ak
1961,"Skoglund, Gösta",1903,Umeå,Norrbottens län,ak
1961,"Sköld, Per Edvin",1891,Höör,Malmöhus län,ak
1961,"Spetz, Gunnar",1891,,Göteborgs och Bohus län,fk
1961,"Spångberg, August",1893,,Västernorrlands län och Jämtlands län,ak
1961,"Staxäng, Ernst",1898,,Göteborgs och Bohus län,ak
1961,"Stenberg, Gunvor",1913,Umeå,Västerbottens län och Norrbottens län,fk
1961,"Stenberg, Nils",1915,Edsbyn,Göteborgs län,ak
1961,"Sterne, Gösta",1912,,Jönköpings län,ak
1961,"Stiernstedt, Lennart",1904,,Stockholms län,ak
1961,"Stigmarker, Stig",1919,Mullsjö,Skaraborgs län,ak
1961,"Strand, Axel",1893,Stockholm,,fk
